class_name,id_num,AR,EC,HS,LT,MS,MS*,PSA,PSI,RP
FRENCH,279,0,0,0,1,0,0,0,0,0
FRENCH,310,0,0,0,1,0,0,0,0,0
FRENCH,312,0,0,0,1,0,0,0,0,0
FRENCH,314,0,0,0,1,0,0,0,0,0
FRENCH,316,0,0,0,1,0,0,0,0,0
FRENCH,320,0,0,0,1,0,0,0,0,0
FRENCH,322,0,0,0,1,0,0,0,0,0
FRENCH,335,0,0,0,1,0,0,0,0,0
FRENCH,344,0,0,0,1,0,0,0,0,0
FRENCH,346,0,0,0,1,0,0,0,0,0
FRENCH,350,0,0,0,1,0,0,0,0,0
FRENCH,360,0,0,0,1,0,0,0,0,0
FRENCH,362,0,0,0,1,0,0,0,0,0
FRENCH,364,0,0,0,1,0,0,0,0,0
FRENCH,365,0,0,0,1,0,0,0,0,0
FRENCH,366,0,0,0,1,0,0,0,0,0
FRENCH,375,0,0,0,1,0,0,0,0,0
FRENCH,382,0,0,0,1,0,0,0,0,0
FRENCH,284,0,0,0,1,0,0,0,0,0
FRENCH,286,0,0,0,1,0,0,0,0,0
GEN_COM,103,0,0,0,1,0,0,0,0,0
GEN_ENG,220,1,0,0,0,0,0,0,0,0
GNDR_ST,230,0,0,1,0,0,0,0,0,0
GNDR_ST,231,1,0,0,1,0,0,0,0,0
GNDR_ST,321,0,0,1,0,0,0,0,0,0
GNDR_ST,324,0,0,1,0,0,0,0,0,0
GNDR_ST,361,0,0,0,1,0,0,0,0,0
GNDR_ST,362,0,0,0,1,0,0,0,0,0
GNDR_ST,391,0,0,0,1,0,0,0,0,0
GEOG,210,0,0,0,0,1,0,0,0,0
GEOG,211,0,0,0,0,1,0,0,0,0
GEOG,235,0,0,0,0,1,0,0,0,0
GEOG,240,0,1,0,0,0,0,0,0,0
GEOG,313,0,0,0,0,1,0,0,0,0
GEOG,341,0,0,0,0,1,0,0,0,0
GERMAN,221,0,0,0,0,1,0,0,0,0
GERMAN,222,0,0,0,1,0,0,0,0,0
GERMAN,223,0,0,0,0,1,0,0,0,0
GERMAN,224,0,0,0,1,0,0,0,0,0
GERMAN,225,0,0,0,0,1,0,0,0,0
GERMAN,226,0,0,0,0,1,0,0,0,0
GERMAN,227,0,0,0,0,1,0,0,0,0
GERMAN,230,0,0,0,0,0,0,0,0,1
GERMAN,232,0,0,0,0,1,0,0,0,0
GERMAN,234,0,0,0,1,0,0,0,0,0
